,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
231,2,+,728393,729980,1588,YBR257W,,685689,685689,685989,685189,685689
492,2,-,729357,730126,770,YBR258C,,534681,534681,534981,534181,534681
232,2,+,730359,732650,2292,YBR259W,,698795,698795,699095,698295,698795
493,2,-,732363,736020,3658,YBR262C,,538904,538904,539204,538404,538904
234,2,+,736167,737885,1719,YBR263W,,701893,701893,702193,701393,701893
495,2,-,737648,738345,698,YBR264C,,551673,551673,551973,551173,551673
235,2,+,738540,739656,1117,YBR265W,,732353,732353,732653,731853,732353
236,2,+,739823,741152,1330,YBR267W,,704826,704826,705126,704326,704826
237,2,+,741293,741767,475,YBR268W,,710048,710048,710348,709548,710048
497,2,-,741963,742534,572,YBR269C,,427343,427343,427643,426843,427343
498,2,-,742697,744600,1904,YBR270C,,429921,429921,430221,429421,429921
239,2,+,744806,746241,1436,YBR271W,,758552,758552,758852,758052,758552
499,2,-,746100,747764,1665,YBR272C,,563709,563709,564009,563209,563709
500,2,-,747927,749323,1397,YBR273C,,565013,565013,565313,564513,565013
240,2,+,749558,751384,1827,YBR274W,,779424,779124,779424,779424,779924
501,2,-,751199,757161,5963,YBR275C,,568222,568222,568522,567722,568222
502,2,-,757506,760124,2619,YBR277C,,569440,569440,569740,568940,569440
241,2,+,760291,760997,707,YBR278W,,720589,720589,720889,720089,720589
242,2,+,761231,762737,1507,YBR279W,,725196,725196,725496,724696,725196
503,2,-,762393,764654,2262,YBR280C,,570781,570781,571081,570281,570781
504,2,-,764814,767575,2762,YBR281C,,635946,635946,636246,635446,635946
244,2,+,767828,768766,939,YBR282W,,729776,729776,730076,729276,729776
505,2,-,768669,770556,1888,YBR283C,,581201,581201,581501,580701,581201
245,2,+,768990,773760,4771,YBR284W,,730492,730492,730792,729992,730492
246,2,+,773912,774462,551,YBR285W,,722862,722862,723162,722362,722862
247,2,+,774661,778134,3474,YBR286W,,732278,732278,732578,731778,732278
508,2,-,777866,779440,1575,YBR288C,,453457,453457,453757,452957,453457
249,2,+,779700,779854,155,YBR289W,,742362,742362,742662,741862,742362
250,2,+,780188,782432,2245,YBR289W,,744311,744311,744611,743811,744311
251,2,+,782583,783717,1135,YBR290W,,747201,747201,747501,746701,747201
509,2,-,783531,784567,1037,YBR291C,,457881,457881,458181,457381,457881
510,2,-,784825,785772,948,YBR292C,,461644,461644,461944,461144,461644
254,2,+,786584,788681,2098,YBR293W,,767717,767717,768017,767217,767717
255,2,+,789174,791875,2702,YBR294W,,759747,759747,760047,759247,759747
256,2,+,792493,796652,4160,YBR295W,,771281,771281,771581,770781,771281
513,2,-,796523,798471,1949,YBR296C,,593964,593964,594264,593464,593964
257,2,+,799914,802148,2235,YBR297W,,762463,762463,762763,761963,762463
516,2,-,802534,804810,2277,YBR298C,,603503,603503,603803,603003,603503
258,2,+,806906,807187,282,YBR299W,,777289,777289,777589,776789,777289
0,3,+,1409,4288,2880,YCL076W,,8689,8389,8689,8689,9189
111,3,-,15206,22082,6877,YCL061C,,348474,348474,348774,347974,348474
1,3,+,17256,18713,1458,YCL063W,,22095,21795,22095,22095,22595
112,3,-,22270,23366,1097,YCL059C,,383098,383098,383398,382598,383098
113,3,-,23555,24320,766,YCL057C-A,,383922,383922,384222,383422,383922
3,3,+,23559,24011,453,YCL058W-A,,14155,13855,14155,14155,14655
5,3,+,24766,27026,2261,YCL057W,,35214,34914,35214,35214,35714
114,3,-,26808,29312,2505,YCL056C,,355668,355668,355968,355168,355668
6,3,+,27897,30493,2597,YCL055W,,38154,37854,38154,38154,38654
7,3,+,30845,34095,3251,YCL054W,,40815,40515,40815,40815,41315
117,3,-,33866,35377,1512,YCL052C,,366909,366909,367209,366409,366909
8,3,+,35583,37803,2221,YCL051W,,31896,31596,31896,31896,32396
118,3,-,37647,39341,1695,YCL050C,,342909,342909,343209,342409,342909
119,3,-,39576,40726,1151,YCL049C,,345103,345103,345403,344603,345103
11,3,+,43193,43606,414,YCL048W,,28767,28467,28767,28767,29267
120,3,-,43467,44377,911,YCL047C,,370905,370905,371205,370405,370905
121,3,-,44540,48331,3792,YCL044C,,373605,373605,373905,373105,373605
122,3,-,48519,50461,1943,YCL041C,,379148,379148,379448,378648,379148
13,3,+,50480,52510,2031,YCL042W,,39977,39677,39977,39977,40477
14,3,+,52659,54928,2270,YCL039W,,62657,62357,62657,62657,63157
125,3,-,54804,58694,3891,YCL037C,,404958,404958,405258,404458,404958
15,3,+,59000,60876,1877,YCL036W,,43678,43378,43678,43678,44178
126,3,-,60639,61174,536,YCL035C,,361297,361297,361597,360797,361297
17,3,+,61538,62808,1271,YCL034W,,69274,68974,69274,69274,69774
127,3,-,62615,63207,593,YCL033C,,410281,410281,410581,409781,410281
18,3,+,63389,64744,1356,YCL032W,,75136,74836,75136,75136,75636
128,3,-,64545,65558,1014,YCL031C,,412212,412212,412512,411712,412212
129,3,-,65746,69943,4198,YCL029C,,415747,415747,416047,415247,415747
21,3,+,70010,71640,1631,YCL028W,,86179,85879,86179,86179,86679
22,3,+,71766,73463,1698,YCL027W,,85485,85185,85485,85485,85985
132,3,-,73308,73963,656,YCL026C-B,,425753,425753,426053,425253,425753
133,3,-,74468,75227,760,YCL026C-A,,427909,427909,428209,427409,427909
134,3,-,75882,78127,2246,YCL025C,,429821,429821,430121,429321,429821
26,3,+,79130,82359,3230,YCL024W,,74122,73822,74122,74122,74622
27,3,+,83050,84289,1240,YCL021W-A,,99007,98707,99007,99007,99507
29,3,+,90934,92591,1658,YCL018W,,105025,104725,105025,105025,105525
139,3,-,92400,94305,1906,YCL017C,,407028,407028,407328,406528,407028
140,3,-,94450,95761,1312,YCL016C,,410235,410235,410535,409735,410235
30,3,+,95807,101392,5586,YCL014W,,108557,108257,108557,108557,109057
142,3,-,101145,106793,5649,YCL008C,,455751,455751,456051,455251,455751
33,3,+,107037,112561,5525,YCL005W-A,,117064,116764,117064,117064,117564
143,3,-,107211,107739,529,YCL007C,,458768,458768,459068,458268,458768
146,3,-,110291,111638,1348,YCL002C,,467167,467167,467467,466667,467167
34,3,+,112750,113308,559,YCL001W-A,,118267,117967,118267,118267,118767
35,3,+,113743,114041,299,YCL001W-B,,121497,121197,121497,121497,121997
149,3,-,114532,118345,3814,YCR002C,,479229,479229,479529,478729,479229
39,3,+,118630,119425,796,YCR003W,,132547,132247,132547,132547,133047
150,3,-,118981,120426,1446,YCR004C,,500968,500968,501268,500468,500968
151,3,-,120773,123558,2786,YCR006C,,482314,482314,482614,481814,482314
153,3,-,125647,127439,1793,YCR007C,,510488,510488,510788,509988,510488
47,3,+,127929,130516,2588,YCR008W,,157838,157538,157838,157838,158338
155,3,-,130299,131776,1478,YCR009C,,495479,495479,495779,494979,495479
156,3,-,132146,132416,271,YCR010C,,497987,497987,498287,497487,497987
157,3,-,133577,136958,3382,YCR011C,,449271,449271,449571,448771,449271
159,3,-,137556,138961,1406,YCR013C,,506638,506638,506938,506138,506638
51,3,+,137718,139147,1430,YCR012W,,166095,165795,166095,166095,166595
160,3,-,139087,142483,3397,YCR015C,,478164,478164,478464,477664,478164
54,3,+,143615,144766,1152,YCR016W,,174561,174261,174561,174561,175061
162,3,-,144521,148591,4071,YCR018C,,517333,517333,517633,516833,517333
163,3,-,151763,151943,181,YCR018C-A,,520646,520646,520946,520146,520646
57,3,+,152679,154108,1430,YCR019W,,168400,168100,168400,168400,168900
165,3,-,153909,155046,1138,YCR020C-A,,474612,474612,474912,474112,474612
58,3,+,155288,156032,745,YCR020W-B,,170773,170473,170773,170773,171273
166,3,-,155935,157493,1559,YCR022C,,466562,466562,466862,466062,466562
167,3,-,158127,166522,8396,YCR026C,,527322,527322,527622,526822,527322
168,3,-,166691,168257,1567,YCR027C,,529599,529599,529899,529099,529599
171,3,-,170051,172454,2404,YCR028C,,539152,539152,539452,538652,539152
172,3,-,172715,173456,742,YCR028C-A,,502701,502701,503001,502201,502701
173,3,-,173629,178154,4526,YCR031C,,544607,544607,544907,544107,544607
70,3,+,179061,190305,11245,YCR032W,,218644,218344,218644,218644,219144
71,3,+,190565,191930,1366,YCR034W,,223107,222807,223107,223107,223607
176,3,-,191411,192995,1585,YCR035C,,511654,511654,511954,511154,511654
72,3,+,193299,194419,1121,YCR036W,,223178,222878,223178,223178,223678
177,3,-,194270,197158,2889,YCR037C,,554625,554625,554925,554125,554625
178,3,-,197439,198681,1243,YCR038C,,556414,556414,556714,555914,556414
74,3,+,201110,201236,127,YCR041W,,231142,230842,231142,231142,231642
179,3,-,201113,205350,4238,YCR042C,,558238,558238,558538,557738,558238
180,3,-,206068,207905,1838,YCR044C,,522940,522940,523240,522440,522940
79,3,+,206881,210680,3800,YCR045W-A,,238584,238284,238584,238584,239084
181,3,-,209705,211591,1887,YCR047C,,525121,525121,525421,524621,525121
80,3,+,211857,213932,2076,YCR048W,,246868,246568,246868,246868,247368
81,3,+,214067,218423,4357,YCR051W,,298190,297890,298190,298190,298690
185,3,-,218146,220089,1944,YCR054C,,576412,576412,576712,575912,576412
186,3,-,220276,226303,6028,YCR059C,,550533,550533,550833,550033,550533
82,3,+,223558,224869,1312,YCR060W,,243029,242729,243029,243029,243529
83,3,+,225545,227785,2241,YCR061W,,247112,246812,247112,247112,247612
84,3,+,227964,231311,3348,YCR063W,,254705,254405,254705,254705,255205
188,3,-,228057,228405,349,YCR064C,,610409,610409,610709,609909,610409
85,3,+,231474,233122,1649,YCR066W,,255047,255047,255347,254547,255047
189,3,-,232936,236567,3632,YCR067C,,583900,583900,584200,583400,583900
86,3,+,236703,240180,3478,YCR068W,,254201,253901,254201,254201,254701
191,3,-,239977,246568,6592,YCR073C,,575467,575467,575767,574967,575467
88,3,+,246967,248004,1038,YCR073W-A,,264616,264616,264916,264116,264616
192,3,-,247865,248734,870,YCR075C,,575900,575900,576200,575400,575900
89,3,+,248951,249328,378,YCR075W-A,,267791,267491,267791,267791,268291
193,3,-,249137,252613,3477,YCR077C,,577382,577382,577682,576882,577382
90,3,+,252826,259423,6598,YCR079W,,271257,270957,271257,271257,271757
91,3,+,259580,260067,488,YCR083W,,273260,272960,273260,273260,273760
196,3,-,259968,262616,2649,YCR084C,,592847,592847,593147,592347,592847
92,3,+,263339,264080,742,YCR085W,,280402,280102,280402,280402,280902
198,3,-,263770,266063,2294,YCR087C-A,,635511,635511,635811,635011,635511
93,3,+,264662,268645,3984,YCR088W,,282026,282026,282326,281526,282026
94,3,+,268771,268969,199,YCR089W,,288727,288727,289027,288227,288727
95,3,+,269105,272331,3227,YCR089W,,296399,296099,296399,296399,296899
200,3,-,272199,272832,634,YCR090C,,610328,610328,610628,609828,610328
96,3,+,273145,277007,3863,YCR091W,,297022,297022,297322,296522,297022
201,3,-,276442,279818,3377,YCR092C,,647380,647380,647680,646880,647380
97,3,+,280063,286536,6474,YCR093W,,301589,301589,301889,301089,301589
98,3,+,286729,288305,1577,YCR094W,,303051,303051,303351,302551,303051
202,3,-,288027,289232,1206,YCR095C,,615381,615381,615681,614881,615381
99,3,+,289559,291176,1618,YCR095W-A,,305322,305322,305622,304822,305322
101,3,+,293872,294373,502,YCR097W,,307888,307888,308188,307388,307888
204,3,-,296776,298950,2175,YCR098C,,662356,662356,662656,661856,662356
205,3,-,299496,302967,3472,YCR101C,,622970,622970,623270,622470,622970
206,3,-,304278,305510,1233,YCR102C,,627890,627890,628190,627390,627890
106,3,+,306689,306924,236,YCR102W-A,,329473,329173,329473,329473,329973
107,3,+,308134,308268,135,YCR104W,,335853,335853,336153,335353,335853
108,3,+,309669,311315,1647,YCR105W,,339887,339887,340187,339387,339887
109,3,+,311449,314522,3074,YCR106W,,324528,324528,324828,324028,324528
110,3,+,314657,315244,588,YCR107W,,326812,326512,326812,326812,327312
0,4,+,2133,2404,272,YDL248W,,8689,8389,8689,8689,9189
1,4,+,16596,16713,118,YDL244W,,22095,21795,22095,22095,22595
516,4,-,17230,18178,949,YDL243C,,603503,603503,603803,603003,603503
2,4,+,19179,21755,2577,YDL242W,,25990,25690,25990,25990,26490
3,4,+,21931,26148,4218,YDL240W,,14155,13855,14155,14155,14655
519,4,-,26273,30551,4279,YDL238C,,610028,610028,610328,609528,610028
4,4,+,30645,32093,1449,YDL237W,,29816,29516,29816,29816,30316
5,4,+,32253,33392,1140,YDL236W,,35214,34914,35214,35214,35714
521,4,-,33240,36521,3282,YDL234C,,614909,614909,615209,614409,614909
9,4,+,36801,38889,2089,YDL233W,,46766,46466,46766,46766,47266
522,4,-,38684,42280,3597,YDL231C,,665423,665423,665723,664923,665423
10,4,+,42680,43750,1071,YDL230W,,49213,48913,49213,49213,49713
11,4,+,44028,44544,517,YDL229W,,28767,28467,28767,28767,29267
12,4,+,45015,46015,1001,YDL229W,,48296,47996,48296,48296,48796
523,4,-,46185,52136,5952,YDL226C,,684023,684023,684323,683523,684023
15,4,+,52413,54322,1910,YDL225W,,43678,43378,43678,43678,44178
524,4,-,54030,56645,2616,YDL224C,,620488,620488,620788,619988,620488
525,4,-,57018,64963,7946,YDL220C,,621143,621143,621443,620643,621143
18,4,+,65213,66022,810,YDL219W,,75136,74836,75136,75136,75636
526,4,-,65649,70255,4607,YDL216C,,502427,502427,502727,501927,502427
19,4,+,66623,67563,941,YDL218W,,53073,52773,53073,53073,53573
527,4,-,70475,74053,3579,YDL215C,,504499,504499,504799,503999,504499
528,4,-,74303,76627,2325,YDL214C,,706866,706866,707166,706366,706866
529,4,-,77123,78153,1031,YDL213C,,626942,626942,627242,626442,626942
25,4,+,78324,79236,913,YDL212W,,72520,72220,72520,72520,73020
530,4,-,78925,80390,1466,YDL211C,,715377,715377,715677,714877,715377
29,4,+,84351,84490,140,YDL210W,,105025,104725,105025,105025,105525
30,4,+,84801,86034,1234,YDL210W,,108557,108257,108557,108557,109057
531,4,-,85988,87189,1202,YDL209C,,514198,514198,514498,513698,514198
31,4,+,87462,92486,5025,YDL208W,,115256,114956,115256,115256,115756
533,4,-,92457,93895,1439,YDL205C,,639200,639200,639500,638700,639200
32,4,+,94143,95931,1789,YDL204W,,115898,115598,115898,115898,116398
534,4,-,95802,98054,2253,YDL203C,,699562,699562,699862,699062,699562
33,4,+,98432,100491,2060,YDL202W,,117064,116764,117064,117064,117564
536,4,-,100237,106773,6537,YDL197C,,647118,647118,647418,646618,647118
37,4,+,107067,111163,4097,YDL196W,,131707,131407,131707,131707,132207
38,4,+,111389,114357,2969,YDL194W,,130009,129709,130009,130009,130509
39,4,+,114602,116028,1427,YDL193W,,132547,132247,132547,132547,133047
40,4,+,116211,117443,1233,YDL192W,,135753,135453,135753,135753,136253
41,4,+,117647,118209,563,YDL191W,,136365,136065,136365,136365,136865
42,4,+,118430,118678,249,YDL191W,,138642,138342,138642,138642,139142
539,4,-,118461,121718,3258,YDL190C,,654714,654714,655014,654214,654714
43,4,+,121981,123731,1751,YDL189W,,109147,108847,109147,109147,109647
540,4,-,123706,124605,900,YDL188C,,656556,656556,656856,656056,656556
541,4,-,124727,125115,389,YDL188C,,550496,550496,550796,549996,550496
542,4,-,125498,126390,893,YDL187C,,552838,552838,553138,552338,552838
44,4,+,126702,130493,3792,YDL185W,,143429,143129,143429,143429,143929
544,4,-,130030,130495,466,YDL184C,,667349,667349,667649,666849,667349
545,4,-,130693,132566,1874,YDL183C,,569566,569566,569866,569066,569566
46,4,+,133354,133745,392,YDL182W,,153455,153155,153455,153455,153955
47,4,+,133977,134836,860,YDL182W,,157838,157538,157838,157838,158338
48,4,+,135023,137662,2640,YDL181W,,159842,159542,159842,159842,160342
49,4,+,138149,141214,3066,YDL179W,,141666,141366,141666,141666,142166
549,4,-,141095,141718,624,YDL177C,,779102,779102,779402,778602,779102
50,4,+,141994,144437,2444,YDL176W,,163937,163637,163937,163937,164437
550,4,-,144205,145476,1272,YDL175C,,674350,674350,674650,673850,674350
551,4,-,145695,148752,3058,YDL172C,,675665,675665,675965,675165,675665
53,4,+,148153,149176,1024,YDL173W,,173089,172789,173089,173089,173589
552,4,-,149037,155848,6812,YDL171C,,676829,676829,677129,676329,676829
55,4,+,156312,158037,1726,YDL170W,,176187,175887,176187,176187,176687
553,4,-,157949,158679,731,YDL169C,,678462,678462,678762,677962,678462
56,4,+,159546,160948,1403,YDL168W,,165645,165345,165645,165645,166145
554,4,-,160735,163135,2401,YDL167C,,798227,798227,798527,797727,798227
555,4,-,163279,164034,756,YDL166C,,804199,804199,804499,803699,804199
556,4,-,164238,167255,3018,YDL164C,,606147,606147,606447,605647,606147
58,4,+,164266,164906,641,YDL165W,,170773,170473,170773,170773,171273
60,4,+,167690,169281,1592,YDL161W,,189052,188752,189052,189052,189552
557,4,-,168265,169605,1341,YDL160C-A,,685553,685553,685853,685053,685553
558,4,-,169764,172152,2389,YDL160C,,611423,611423,611723,610923,611423
61,4,+,172450,174174,1725,YDL159W,,191399,191099,191399,191399,191899
559,4,-,173813,174576,764,YDL157C,,692472,692472,692772,691972,692472
62,4,+,174839,181187,6349,YDL156W,,195442,195142,195442,195442,195942
560,4,-,181006,182997,1992,YDL153C,,694895,694895,695195,694395,694895
63,4,+,183251,184712,1462,YDL152W,,198189,197889,198189,198189,198689
64,4,+,184887,188024,3138,YDL149W,,203252,202952,203252,203252,203752
562,4,-,187592,190557,2966,YDL148C,,631768,631768,632068,631268,631768
65,4,+,190868,192620,1753,YDL147W,,205206,204906,205206,205206,205706
66,4,+,192759,194430,1672,YDL146W,,247429,247129,247429,247429,247929
563,4,-,194199,199707,5509,YDL144C,,633572,633572,633872,633072,633572
68,4,+,199962,201816,1855,YDL143W,,253131,252831,253131,253131,253631
564,4,-,201552,202541,990,YDL142C,,704628,704628,704928,704128,704628
70,4,+,202794,205332,2539,YDL141W,,218644,218344,218644,218644,219144
565,4,-,205209,211089,5881,YDL140C,,644298,644298,644598,643798,644298
566,4,-,211224,212019,796,YDL139C,,709858,709858,710158,709358,709858
73,4,+,213117,215769,2653,YDL138W,,228221,227921,228221,228221,228721
74,4,+,216011,217290,1280,YDL137W,,231142,230842,231142,231142,231642
75,4,+,217572,218060,489,YDL136W,,237336,237036,237336,237336,237836
76,4,+,218280,218656,377,YDL136W,,230197,229897,230197,230197,230697
569,4,-,218328,219371,1044,YDL135C,,720775,720775,721075,720275,720775
570,4,-,219532,222371,2840,YDL133C-A,,724909,724909,725209,724409,724909
80,4,+,222056,223825,1770,YDL133W,,246868,246568,246868,246868,247368
81,4,+,224020,226918,2899,YDL132W,,298190,297890,298190,298190,298690
82,4,+,227275,227759,485,YDL131W,,243029,242729,243029,243029,243529
83,4,+,227978,228874,897,YDL131W,,247112,246812,247112,247112,247612
84,4,+,229130,229648,519,YDL130W-A,,254705,254405,254705,254705,255205
85,4,+,229826,230676,851,YDL130W,,255047,255047,255347,254547,255047
86,4,+,230918,232308,1391,YDL129W,,254201,253901,254201,254201,254701
87,4,+,232574,234072,1499,YDL128W,,259400,259400,259700,258900,259400
88,4,+,234649,236045,1397,YDL127W,,264616,264616,264916,264116,264616
575,4,-,236019,238681,2663,YDL126C,,731793,731793,732093,731293,731793
576,4,-,238813,239946,1134,YDL125C,,736644,736644,736944,736144,736644
91,4,+,240173,245086,4914,YDL124W,,273260,272960,273260,273260,273760
579,4,-,244659,245542,884,YDL121C,,746808,746808,747108,746308,746808
92,4,+,245849,246678,830,YDL120W,,280402,280102,280402,280402,280902
581,4,-,246305,247920,1616,YDL119C,,892343,892343,892643,891843,892343
93,4,+,248216,251362,3147,YDL117W,,282026,282026,282326,281526,282026
94,4,+,251517,253963,2447,YDL116W,,288727,288727,289027,288227,288727
582,4,-,253877,255131,1255,YDL115C,,897586,897586,897886,897086,897586
96,4,+,256319,256496,178,YDL114W,,297022,297022,297322,296522,297022
583,4,-,256493,258551,2059,YDL113C,,872069,872069,872369,871569,872069
97,4,+,258870,263381,4512,YDL112W,,301589,301589,301889,301089,301589
584,4,-,263121,264101,981,YDL111C,,702427,702427,702727,701927,702427
